GO,Annotation,p-value,BV- Avg Count,BV- Avg Transformed Abundance,BV+ Avg Count,BV+ Avg Transformed Abundance
GO:0010594,regulation of endothelial cell migration,0.15540599093412205,500.55555555555554,0.07339112946016806,388.0,0.0841001944009104
GO:0010595,positive regulation of endothelial cell migration,0.3271363954043074,424.6666666666667,0.06269527211197899,314.0,0.06932529347653296
GO:0010604,positive regulation of macromolecule metabolic process,0.16692721721511017,3030.8888888888887,0.3964984940478211,1959.05,0.3719439004856491
GO:0010605,negative regulation of macromolecule metabolic process,0.08955459636336105,2859.8888888888887,0.37640507525423167,1823.05,0.3513971669899894
GO:0010608,posttranscriptional regulation of gene expression,0.04711582536699446,1154.7777777777778,0.16245958172227387,640.65,0.13607053658897947
GO:0010632,regulation of epithelial cell migration,0.21833831683744553,534.6666666666666,0.07833122826453433,407.95,0.08815487728968938
GO:0010634,positive regulation of epithelial cell migration,0.3271363954043074,451.44444444444446,0.06663620268233086,331.5,0.07295278437720444
GO:0010639,negative regulation of organelle organization,0.03476907018728594,411.3333333333333,0.06049079300390952,245.4,0.05110490773840879
GO:0010646,regulation of cell communication,0.24713392972475084,2593.4444444444443,0.34482288883972967,1724.0,0.33680524962646957
GO:0010648,negative regulation of cell communication,0.03476907018728594,964.3333333333334,0.13847694292168036,601.1,0.1234370326514094
GO:0010720,positive regulation of cell development,0.11466597119582378,688.1111111111111,0.09986962494997569,439.9,0.09387071931599497
GO:0010941,regulation of cell death,0.15540599093412205,2984.0,0.3877272915429276,1804.7,0.3535130381946518
GO:0010970,transport along microtubule,0.3443227723269383,255.77777777777777,0.03779933188690998,166.05,0.0352365700229756
GO:0010975,regulation of neuron projection development,0.19157735943701643,519.0,0.07588272430228572,331.45,0.07083749015821153
GO:0010976,positive regulation of neuron projection development,0.13397396530692196,486.8888888888889,0.07121076057067603,309.25,0.06650370909826683
GO:0014069,postsynaptic density,0.37964512916318865,775.4444444444445,0.11225434353766624,510.0,0.10680552374362011
GO:0015031,protein transport,0.26225914010653817,1030.888888888889,0.14710568053639936,733.9,0.15189468856124017
GO:0015833,peptide transport,0.2778448951413973,1033.111111111111,0.14739639743831187,734.45,0.1519893746612749
GO:0016020,membrane,0.19157735943701643,7014.555555555556,0.7879222474139796,5009.7,0.8058438531183085
GO:0016043,cellular component organization,0.014188633368993718,10895.0,1.0897409318886992,8195.85,1.15764510878845
GO:0017022,myosin binding,0.45309280787746414,543.1111111111111,0.07978171066578403,363.75,0.07689339988452011
GO:0019207,kinase regulator activity,0.04711582536699446,428.1111111111111,0.06325493316199557,351.65,0.0745775427327201
GO:0019210,kinase inhibitor activity,0.24713392972475084,295.6666666666667,0.04374470538803596,218.95,0.04644913298996437
GO:0019219,regulation of nucleobase-containing compound metabolic process,0.2778448951413973,2110.4444444444443,0.2862579287357939,1352.95,0.269370520594394
GO:0019220,regulation of phosphate metabolic process,0.45309280787746414,2548.4444444444443,0.34000619581410857,1722.5,0.33755809087238314
GO:0019222,regulation of metabolic process,0.11466597119582378,5705.333333333333,0.6735211462116372,3682.5,0.6435308365240934
GO:0019887,protein kinase regulator activity,0.04711582536699446,404.6666666666667,0.05987088136584443,334.05,0.07103477843452785
GO:0019899,enzyme binding,0.2778448951413973,3417.8888888888887,0.4388913338990273,2249.4,0.4142925075620199
GO:0019900,kinase binding,0.20469774310495942,1683.7777777777778,0.23262202413531638,1289.15,0.2514188629889856
GO:0019901,protein kinase binding,0.17898533632216412,1664.4444444444443,0.23013069700729488,1279.7,0.2497090634346503
GO:0022008,neurogenesis,0.3443227723269383,1829.7777777777778,0.2517383619072993,1279.85,0.2567854109390585
GO:0022414,reproductive process,0.2938695744793014,1407.111111111111,0.19650889488143833,975.65,0.1996307016826771
GO:0022603,regulation of anatomical structure morphogenesis,0.17898533632216412,1127.5555555555557,0.160457941965187,810.65,0.16638893098732405
GO:0023051,regulation of signaling,0.23248823147271802,2741.6666666666665,0.362361756367024,1799.95,0.3504232613527847
GO:0023052,signaling,0.011118008343902969,7171.333333333333,0.7985460932438403,5786.85,0.8932708686664814
GO:0023057,negative regulation of signaling,0.03476907018728594,966.4444444444445,0.13875336419419862,601.9,0.12357919065760577
GO:0030016,myofibril,0.17898533632216412,1462.5555555555557,0.2047546702409119,942.55,0.19003574728920528
GO:0030017,sarcomere,0.16692721721511017,1198.7777777777778,0.16976828815185138,767.6,0.15606902809038625
GO:0030018,Z disc,0.2778448951413973,673.7777777777778,0.09719911197426556,470.6,0.0973354549026773
GO:0030154,cell differentiation,0.03129817241176085,8984.666666666666,0.94724820879282,6783.05,1.0081431419274414
GO:0030234,enzyme regulator activity,0.19157735943701643,1453.5555555555557,0.20410750115289397,937.75,0.19361632309709628
GO:0030291,protein serine/threonine kinase inhibitor activity,0.19157735943701643,288.0,0.04262716594411802,215.7,0.0457596010264427
GO:0030334,regulation of cell migration,0.0013793549529039601,2325.222222222222,0.31191941196072476,2087.7,0.3950808109305598
GO:0030335,positive regulation of cell migration,0.3977125031952966,906.3333333333334,0.13089275139111722,594.15,0.12582375595703632
GO:0030424,axon,0.26225914010653817,1057.5555555555557,0.1513111838301473,713.8,0.14707486358865657
GO:0030425,dendrite,0.4905977108645912,432.22222222222223,0.06341834294888697,298.75,0.06369669295581357
GO:0030705,cytoskeleton-dependent intracellular transport,0.3271363954043074,371.55555555555554,0.054538707576892935,255.45,0.05383701784894126
GO:0030832,regulation of actin filament length,0.05714450515660078,314.8888888888889,0.04658136857355905,186.6,0.03925951549835793
GO:0030833,regulation of actin filament polymerization,0.06878194695495164,306.3333333333333,0.045345549573863136,182.55,0.03845244945500202
GO:0030834,regulation of actin filament depolymerization,0.21833831683744553,237.88888888888889,0.03524545956765304,150.05,0.03182335781802394
GO:0030835,negative regulation of actin filament depolymerization,0.21833831683744553,218.44444444444446,0.032425628698843426,139.75,0.029754660581160535
GO:0030837,negative regulation of actin filament polymerization,0.13397396530692196,230.88888888888889,0.034315110786850345,143.35,0.030564350258236554
GO:0031323,regulation of cellular metabolic process,0.08955459636336105,5090.111111111111,0.613877927898745,3232.9,0.5792747303260339
GO:0031324,negative regulation of cellular metabolic process,0.10579194739889292,2748.1111111111113,0.3636245249891166,1777.3,0.34447292186860756
GO:0031325,positive regulation of cellular metabolic process,0.24713392972475084,2830.6666666666665,0.3720699033868249,1780.65,0.34877318800863144
GO:0031326,regulation of cellular biosynthetic process,0.2938695744793014,2928.222222222222,0.38373630861270935,1862.95,0.3652228800294536
GO:0031328,positive regulation of cellular biosynthetic process,0.4905977108645912,1423.7777777777778,0.1983059454004634,939.0,0.19534591570687743
GO:0031329,regulation of cellular catabolic process,0.03476907018728594,933.2222222222222,0.13315159666200152,562.5,0.11542984347897674
GO:0031333,negative regulation of protein-containing complex assembly,0.23248823147271802,301.44444444444446,0.04462843407938666,187.95,0.03974140831450869
GO:0031344,regulation of cell projection organization,0.08216680407470434,611.3333333333334,0.08891395512699624,380.7,0.0807904266789595
GO:0031346,positive regulation of cell projection organization,0.10579194739889292,541.6666666666666,0.07897543371038186,338.8,0.072437290623397
GO:0031399,regulation of protein modification process,0.434475303812457,2473.777777777778,0.3310719402120829,1676.85,0.3300079717583825
GO:0031400,negative regulation of protein modification process,0.45309280787746414,1037.888888888889,0.14865610608438057,716.05,0.14688200241737642
GO:0031430,M band,0.0044444849719571505,382.44444444444446,0.05604158606841966,198.05,0.04099424165958776
GO:0031667,response to nutrient levels,0.20469774310495942,629.4444444444445,0.0916218674491541,411.6,0.08675962639281079
GO:0031672,A band,0.0044444849719571505,392.3333333333333,0.057469607510973755,204.95,0.04227536060775834
GO:0031674,I band,0.2938695744793014,815.5555555555555,0.11722101543455403,557.85,0.11506107262620632
GO:0031974,membrane-enclosed lumen,0.26225914010653817,5820.222222222223,0.6835942195817734,3856.7,0.6687194042877314
GO:0032101,regulation of response to external stimulus,0.12405727852091031,1483.4444444444443,0.20813630609509842,1164.95,0.2430072411237243
GO:0032103,positive regulation of response to external stimulus,0.4160020142863182,641.0,0.09320349584647235,429.35,0.09316024013582618
GO:0032182,ubiquitin-like protein binding,0.4905977108645912,164.33333333333334,0.02444557977746433,112.85,0.02412837901530105
GO:0032268,regulation of cellular protein metabolic process,0.16692721721511017,3648.5555555555557,0.4647401673100718,2297.05,0.43371304822938656
GO:0032269,negative regulation of cellular protein metabolic process,0.2938695744793014,1803.5555555555557,0.24916199775205872,1184.75,0.23776611466393147
GO:0032271,regulation of protein polymerization,0.0519380785315425,426.1111111111111,0.06256210018841665,253.9,0.05277180743732056
GO:0032272,negative regulation of protein polymerization,0.20469774310495942,278.6666666666667,0.0413077556605128,174.25,0.03687811238876317
GO:0032279,asymmetric synapse,0.37964512916318865,775.4444444444445,0.11225434353766624,510.0,0.10680552374362011
GO:0032501,multicellular organismal process,0.05714450515660078,10642.111111111111,1.071271395213755,7794.2,1.1144345997496659
GO:0032502,developmental process,0.042659310690201964,9818.444444444445,1.010923188015092,7299.35,1.0639541977862312
GO:0032535,regulation of cellular component size,0.0519380785315425,421.77777777777777,0.062028444767053145,254.2,0.05301586846526315
GO:0032651,regulation of interleukin-1 beta production,0.4905977108645912,236.0,0.03507833911412686,161.95,0.03461786958661815
GO:0032652,regulation of interleukin-1 production,0.15540599093412205,433.44444444444446,0.06399086127605108,328.05,0.07195261899184663
GO:0032680,regulation of tumor necrosis factor production,0.042659310690201964,314.55555555555554,0.04690134702090874,262.9,0.05647225738637498
GO:0032731,positive regulation of interleukin-1 beta production,0.4718140111014917,185.44444444444446,0.027643560192058318,128.65,0.0275636964993543
GO:0032732,positive regulation of interleukin-1 production,0.4718140111014917,185.44444444444446,0.027643560192058318,128.65,0.0275636964993543
GO:0032760,positive regulation of tumor necrosis factor production,0.4160020142863182,198.11111111111111,0.029512276139385438,137.05,0.029453573889056804
GO:0032879,regulation of localization,0.0058342501197895255,4588.444444444444,0.5623026140096291,3557.45,0.6165198933963079
GO:0032956,regulation of actin cytoskeleton organization,0.002172273135077184,395.0,0.05822897452569412,233.65,0.04912414911708764
GO:0032970,regulation of actin filament-based process,0.13397396530692196,885.5555555555555,0.12647285496029684,655.2,0.1308538263659985
GO:0032991,protein-containing complex,0.16692721721511017,5808.666666666667,0.6816437822470071,3816.0,0.6572103950586783
GO:0033036,macromolecule localization,0.3103089732188449,1899.888888888889,0.2594764038111136,1314.1,0.2572541033214313
GO:0033043,regulation of organelle organization,0.17898533632216412,1494.6666666666667,0.2086608684248047,931.8,0.19208726700898968
GO:0033554,cellular response to stress,0.16692721721511017,1434.5555555555557,0.20077974883616323,928.85,0.18901763608769376
GO:0033673,negative regulation of kinase activity,0.4718140111014917,885.0,0.1279432368179059,621.9,0.1290800429712553
GO:0033993,response to lipid,0.003358322751310466,2436.8888888888887,0.325749967278465,2082.05,0.3974052005990346
GO:0034097,response to cytokine,0.23248823147271802,1413.111111111111,0.19870097702079526,933.25,0.19270992401637135
GO:0034248,regulation of cellular amide metabolic process,0.06275323571873455,1071.111111111111,0.15154230874366312,619.65,0.13214296271792322
GO:0034599,cellular response to oxidative stress,0.3271363954043074,574.8888888888889,0.08432376432064612,415.8,0.09032853201115935
GO:0034613,cellular protein localization,0.14442218317324246,1090.2222222222222,0.1543173479179981,683.4,0.13831110247405937
GO:0034614,cellular response to reactive oxygen species,0.24713392972475084,502.44444444444446,0.07408759247504178,375.6,0.0820224879833723
GO:0035418,protein localization to synapse,0.4905977108645912,166.11111111111111,0.024712744979718638,115.9,0.02482779525341777
GO:0035556,intracellular signal transduction,0.4160020142863182,655.1111111111111,0.09463645001682684,460.05,0.0951028881053847
GO:0035690,cellular response to drug,0.19157735943701643,1118.111111111111,0.15952066390974654,857.35,0.17730979096330382
GO:0035924,cellular response to vascular endothelial growth factor stimulus,0.20469774310495942,355.6666666666667,0.052649314408095386,273.45,0.0603902622594923
GO:0035966,response to topologically incorrect protein,0.042659310690201964,379.77777777777777,0.05575855990568944,224.05,0.0461313705634249
GO:0035994,response to muscle stretch,0.4905977108645912,177.33333333333334,0.02635879150378494,118.0,0.02520431125371731
GO:0036293,response to decreased oxygen levels,0.0006208567977805025,645.2222222222222,0.09335288503984611,355.3,0.07325369605783576
GO:0036477,somatodendritic compartment,0.37964512916318865,559.3333333333334,0.08146861534998394,380.45,0.07999764309707294
GO:0038033,positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway,0.4718140111014917,162.77777777777777,0.024223759131309777,111.75,0.023914413215523213
GO:0038084,vascular endothelial growth factor signaling pathway,0.4718140111014917,162.88888888888889,0.024236881758224544,111.8,0.023926016972009977
GO:0038089,positive regulation of cell migration by vascular endothelial growth factor signaling pathway,0.4718140111014917,162.77777777777777,0.024223759131309777,111.75,0.023914413215523213
GO:0040012,regulation of locomotion,0.0011806964813373282,2578.8888888888887,0.34208560141911964,2243.05,0.4196445748929
GO:0040017,positive regulation of locomotion,0.4905977108645912,1010.1111111111111,0.14509197472058574,685.4,0.14419764676182717
GO:0042026,protein refolding,0.07524770527533778,297.44444444444446,0.04388868083298811,184.35,0.03854795095032134
GO:0042035,regulation of cytokine biosynthetic process,0.26225914010653817,193.22222222222223,0.02882701083947266,141.75,0.03055928550683808
GO:0042108,positive regulation of cytokine biosynthetic process,0.26225914010653817,193.22222222222223,0.02882701083947266,141.75,0.03055928550683808
GO:0042221,response to chemical,0.21833831683744553,5971.222222222223,0.6957979289563707,4272.55,0.7238915497659482
GO:0042325,regulation of phosphorylation,0.4718140111014917,2391.777777777778,0.3212133282893884,1645.15,0.3248643212592844
GO:0042326,negative regulation of phosphorylation,0.45309280787746414,944.8888888888889,0.13607659235761474,663.15,0.13707366009005711
GO:0042493,response to drug,0.3103089732188449,3193.8888888888887,0.4118428961811731,2100.85,0.4042385806226411
GO:0042534,regulation of tumor necrosis factor biosynthetic process,0.4905977108645912,171.66666666666666,0.025583170293767155,118.15,0.025330092363251722
GO:0042535,positive regulation of tumor necrosis factor biosynthetic process,0.4905977108645912,171.66666666666666,0.025583170293767155,118.15,0.025330092363251722
GO:0042542,response to hydrogen peroxide,0.45309280787746414,1383.111111111111,0.18770072873435648,855.95,0.17947076534048975
GO:0042594,response to starvation,0.05714450515660078,330.6666666666667,0.048851516929019935,211.6,0.04464560561131598
GO:0042595,behavioral response to starvation,0.4905977108645912,165.66666666666666,0.024634381930132915,115.0,0.024584671094968178
GO:0042742,defense response to bacterium,0.3271363954043074,4251.222222222223,0.5217394262271653,3190.3,0.5521986305808544
GO:0042802,identical protein binding,0.3271363954043074,2837.4444444444443,0.3739791112197773,1896.8,0.36206696268589306
GO:0042803,protein homodimerization activity,0.26225914010653817,1134.7777777777778,0.16142419341526099,811.7,0.16718905139641257
GO:0042886,amide transport,0.2778448951413973,1033.111111111111,0.14739639743831187,734.45,0.1519893746612749
GO:0042981,regulation of apoptotic process,0.23248823147271802,2065.222222222222,0.28133334854119624,1306.25,0.2611088108481599
GO:0042995,cell projection,0.23248823147271802,2501.4444444444443,0.3348919491222776,1635.6,0.3191123236274099
GO:0043005,neuron projection,0.16692721721511017,1237.0,0.17519241998176452,818.45,0.16730743758144578
GO:0043025,neuronal cell body,0.36183680491588155,490.8888888888889,0.07178033215047688,346.4,0.07347794980855292
GO:0043066,negative regulation of apoptotic process,0.20469774310495942,1560.6666666666667,0.2178805860332949,1009.3,0.20487845886230502
GO:0043067,regulation of programmed cell death,0.17898533632216412,2077.4444444444443,0.2828349877542766,1311.6,0.2619671223640347
GO:0043069,negative regulation of programmed cell death,0.20469774310495942,1561.4444444444443,0.21798401904637354,1010.0,0.2049998510921874
GO:0043086,negative regulation of catalytic activity,0.3443227723269383,1944.7777777777778,0.2673508776612669,1313.15,0.2641615883585652
GO:0043122,regulation of I-kappaB kinase/NF-kappaB signaling,0.014188633368993718,309.44444444444446,0.04611565215861596,269.45,0.05788161231798213
GO:0043130,ubiquitin binding,0.4905977108645912,164.33333333333334,0.02444557977746433,112.85,0.02412837901530105
GO:0043204,perikaryon,0.14442218317324246,245.55555555555554,0.03637895952655871,152.0,0.031994495521731
GO:0043207,response to external biotic stimulus,0.2938695744793014,5021.0,0.6015162576302626,3632.65,0.6165968645998822
GO:0043226,organelle,0.12405727852091031,12369.333333333334,1.189360240394646,8956.65,1.2275486912236642
GO:0043227,membrane-bounded organelle,0.4718140111014917,8427.666666666666,0.9080396979491022,5878.4,0.9188960520430813
GO:0043228,non-membrane-bounded organelle,0.26225914010653817,9587.0,0.9913178876312829,7049.75,1.03292827620546
GO:0043229,intracellular organelle,0.12405727852091031,12333.0,1.1869525497200402,8938.3,1.2259256187757557
GO:0043231,intracellular membrane-bounded organelle,0.17898533632216412,5982.333333333333,0.6963965336577703,3842.4,0.6537289814759253
GO:0043232,intracellular non-membrane-bounded organelle,0.26225914010653817,9587.0,0.9913178876312829,7049.75,1.03292827620546
GO:0043233,organelle lumen,0.26225914010653817,5807.777777777777,0.6824209478319578,3848.85,0.6676105108940824
GO:0043242,negative regulation of protein-containing complex disassembly,0.17898533632216412,225.55555555555554,0.03343146193429624,141.65,0.030107391651674927
GO:0043244,regulation of protein-containing complex disassembly,0.15540599093412205,245.0,0.03624938161886449,151.95,0.032175495961843416
GO:0043254,regulation of protein-containing complex assembly,0.03129817241176085,523.1111111111111,0.07643719250468112,317.35,0.06543302222129942
GO:0043292,contractile fiber,0.17898533632216412,1468.6666666666667,0.2055364337753668,945.85,0.19064983526434479
GO:0043434,response to peptide hormone,0.36183680491588155,622.0,0.09094374763882586,442.6,0.0960550376795883
GO:0043487,regulation of RNA stability,0.06878194695495164,359.6666666666667,0.052639608456251236,218.4,0.04563435128652985
GO:0043488,regulation of mRNA stability,0.06878194695495164,359.6666666666667,0.052639608456251236,218.4,0.04563435128652985
